1778625935.757615 server started (66537): version 3.6a, socket /tmp/tmux-1001/default, protocol 8
1778625935.757699 on Linux 7.0.5-1-aarch64-ARCH #1 SMP PREEMPT_DYNAMIC Fri May  8 09:46:42 UTC 2026
1778625935.757708 using libevent 2.1.12-stable poll
1778625935.757714 using ncurses 6.5 20240427
1778625936.967329 format_defaults: wl=none
1778625936.967334 format_defaults: wp=none
1778625936.967340 format_expand1: expanding format: @catppuccin_status_pomodoro_plus_icon_bg
1778625936.967347 format_expand1: result is: @catppuccin_status_pomodoro_plus_icon_bg
1778625936.967353 unref client 0xaaab0529ead0 (49 references)
1778625936.967359 format_defaults: c=none
1778625936.967364 format_defaults: s=none
1778625936.967368 format_defaults: wl=none
1778625936.967373 format_defaults: wp=none
1778625936.967379 format_expand1: expanding format: #{@catppuccin_pomodoro_plus_color}
1778625936.967385 format_expand1: found #{}: @catppuccin_pomodoro_plus_color
1778625936.967395 format_replace: format '@catppuccin_pomodoro_plus_color' found: #fab387
1778625936.967402 format_replace: replaced '@catppuccin_pomodoro_plus_color' with '#fab387'
1778625936.967408 format_expand1: result is: #fab387
1778625936.967414 unref client 0xaaab0529ead0 (49 references)
1778625936.967424 options_push_changes: @catppuccin_status_pomodoro_plus_icon_bg
1778625936.967431 cmd_find_best_session: 0 sessions to try
1778625936.967437 unref client 0xaaab0529ead0 (48 references)
1778625936.967443 cmdq_next <client-66720>: [set-option/0xaaab0524b300] (0), flags 0
1778625936.967449 cmd_find_best_session: 0 sessions to try
1778625936.967455 cmd_find_current_client: no target, return (nil)
1778625936.967460 cmd_find_best_session: 0 sessions to try
1778625936.967467 cmd_find_target: target none, type pane, item 0xaaab0524b300, flags QUIET,CANFAIL
1778625936.967473 cmd_find_best_session: 0 sessions to try
1778625936.967477 cmd_find_target: error
1778625936.967484 format_defaults: c=none
1778625936.967489 format_defaults: s=none
1778625936.967493 format_defaults: wl=none
1778625936.967498 format_defaults: wp=none
1778625936.967504 format_expand1: expanding format: @_ctp_module_text_bg
1778625936.967509 format_expand1: result is: @_ctp_module_text_bg
1778625936.967515 unref client 0xaaab0529ead0 (48 references)
1778625936.967522 format_defaults: c=none
1778625936.967527 format_defaults: s=none
1778625936.967531 format_defaults: wl=none
1778625936.967535 format_defaults: wp=none
1778625936.967541 format_expand1: expanding format: #{E:@catppuccin_status_module_text_bg}
1778625936.967548 format_expand1: found #{}: E:@catppuccin_status_module_text_bg
1778625936.967554 format_replace: modifier 0 is E
1778625936.967565 format_replace: format '@catppuccin_status_module_text_bg' found: #{?@catppuccin_status_module_bg_color,#{E:@catppuccin_status_module_bg_color},#{@thm_surface_0}}
1778625936.967574 format_expand1: expanding format: #{?@catppuccin_status_module_bg_color,#{E:@catppuccin_status_module_bg_color},#{@thm_surface_0}}
1778625936.967583 format_expand1: found #{}: ?@catppuccin_status_module_bg_color,#{E:@catppuccin_status_module_bg_color},#{@thm_surface_0}
1778625936.967591 format_replace: condition is: @catppuccin_status_module_bg_color
1778625936.967600 format_expand1: expanding format: @catppuccin_status_module_bg_color
1778625936.967606 format_expand1: result is: @catppuccin_status_module_bg_color
1778625936.967612 format_replace: condition '@catppuccin_status_module_bg_color' not found; assuming false
1778625936.967619 format_replace: condition '@catppuccin_status_module_bg_color' is false
1778625936.967638 format_replace: no condition matched in '@catppuccin_status_module_bg_color,#{E:@catppuccin_status_module_bg_color},#{@thm_surface_0}'; using last arg
1778625936.967646 format_expand1: expanding format: #{@thm_surface_0}
1778625936.967651 format_expand1: found #{}: @thm_surface_0
1778625936.967660 format_replace: format '@thm_surface_0' found: #313244
1778625936.967667 format_replace: replaced '@thm_surface_0' with '#313244'
1778625936.967672 format_expand1: result is: #313244
1778625936.967680 format_replace: replaced '?@catppuccin_status_module_bg_color,#{E:@catppuccin_status_module_bg_color},#{@thm_surface_0}' with '#313244'
1778625936.967686 format_expand1: result is: #313244
1778625936.967692 format_replace: replaced 'E:@catppuccin_status_module_text_bg' with '#313244'
1778625936.967698 format_expand1: result is: #313244
1778625936.967704 unref client 0xaaab0529ead0 (48 references)
1778625936.967714 options_push_changes: @_ctp_module_text_bg
1778625936.967722 cmd_find_best_session: 0 sessions to try
1778625936.967728 unref client 0xaaab0529ead0 (47 references)
1778625936.967734 cmdq_next <client-66720>: [set-option/0xaaab05238ce0] (0), flags 0
1778625936.967741 cmd_find_best_session: 0 sessions to try
1778625936.967746 cmd_find_current_client: no target, return (nil)
1778625936.967751 cmd_find_best_session: 0 sessions to try
1778625936.967758 cmd_find_target: target none, type pane, item 0xaaab05238ce0, flags QUIET,CANFAIL
1778625936.967764 cmd_find_best_session: 0 sessions to try
1778625936.967769 cmd_find_target: error
1778625936.967775 format_defaults: c=none
1778625936.967780 format_defaults: s=none
1778625936.967785 format_defaults: wl=none
1778625936.967789 format_defaults: wp=none
1778625936.967795 format_expand1: expanding format: @catppuccin_status_pomodoro_plus
1778625936.967801 format_expand1: result is: @catppuccin_status_pomodoro_plus
1778625936.967807 unref client 0xaaab0529ead0 (47 references)
1778625936.967814 format_defaults: c=none
1778625936.967819 format_defaults: s=none
1778625936.967823 format_defaults: wl=none
1778625936.967828 format_defaults: wp=none
1778625936.967835 format_expand1: expanding format: #[fg=#{@catppuccin_status_pomodoro_plus_icon_bg}]#{@_ctp_connect_style}#{@catppuccin_status_left_separator}
1778625936.967842 format_expand1: found #*1[
1778625936.967849 format_expand1: found #{}: @catppuccin_status_pomodoro_plus_icon_bg
1778625936.967858 format_replace: format '@catppuccin_status_pomodoro_plus_icon_bg' found: #fab387
1778625936.967865 format_replace: replaced '@catppuccin_status_pomodoro_plus_icon_bg' with '#fab387'
1778625936.967880 format_expand1: found #{}: @_ctp_connect_style
1778625936.967896 format_replace: format '@_ctp_connect_style' found: 
1778625936.967903 format_replace: replaced '@_ctp_connect_style' with ''
1778625936.967909 format_expand1: found #{}: @catppuccin_status_left_separator
1778625936.967918 format_replace: format '@catppuccin_status_left_separator' found: \356\202\266
1778625936.967925 format_replace: replaced '@catppuccin_status_left_separator' with '\356\202\266'
1778625936.967931 format_expand1: result is: #[fg=#fab387]\356\202\266
1778625936.967937 unref client 0xaaab0529ead0 (47 references)
1778625936.967949 options_push_changes: @catppuccin_status_pomodoro_plus
1778625936.967956 cmd_find_best_session: 0 sessions to try
1778625936.967962 unref client 0xaaab0529ead0 (46 references)
1778625936.967968 cmdq_next <client-66720>: [set-option/0xaaab0524dd70] (0), flags 0
1778625936.967975 cmd_find_best_session: 0 sessions to try
1778625936.967980 cmd_find_current_client: no target, return (nil)
1778625936.967986 cmd_find_best_session: 0 sessions to try
1778625936.967993 cmd_find_target: target none, type pane, item 0xaaab0524dd70, flags QUIET,CANFAIL
1778625936.967999 cmd_find_best_session: 0 sessions to try
1778625936.968004 cmd_find_target: error
1778625936.968010 format_defaults: c=none
1778625936.968015 format_defaults: s=none
1778625936.968020 format_defaults: wl=none
1778625936.968037 format_defaults: wp=none
1778625936.968044 format_expand1: expanding format: @catppuccin_status_pomodoro_plus
1778625936.968050 format_expand1: result is: @catppuccin_status_pomodoro_plus
1778625936.968056 unref client 0xaaab0529ead0 (46 references)
1778625936.968063 format_defaults: c=none
1778625936.968068 format_defaults: s=none
1778625936.968073 format_defaults: wl=none
1778625936.968077 format_defaults: wp=none
1778625936.968085 format_expand1: expanding format: #[fg=#{@catppuccin_status_pomodoro_plus_icon_fg},bg=#{@catppuccin_status_pomodoro_plus_icon_bg}]#{@catppuccin_pomodoro_plus_icon}
1778625936.968093 format_expand1: found #*1[
1778625936.968099 format_expand1: found #{}: @catppuccin_status_pomodoro_plus_icon_fg
1778625936.968109 format_replace: format '@catppuccin_status_pomodoro_plus_icon_fg' found: #11111b
1778625936.968116 format_replace: replaced '@catppuccin_status_pomodoro_plus_icon_fg' with '#11111b'
1778625936.968123 format_expand1: found #{}: @catppuccin_status_pomodoro_plus_icon_bg
1778625936.968131 format_replace: format '@catppuccin_status_pomodoro_plus_icon_bg' found: #fab387
1778625936.968138 format_replace: replaced '@catppuccin_status_pomodoro_plus_icon_bg' with '#fab387'
1778625936.968145 format_expand1: found #{}: @catppuccin_pomodoro_plus_icon
1778625936.968153 format_replace: format '@catppuccin_pomodoro_plus_icon' found: \356\200\201 
1778625936.968160 format_replace: replaced '@catppuccin_pomodoro_plus_icon' with '\356\200\201 '
1778625936.968166 format_expand1: result is: #[fg=#11111b,bg=#fab387]\356\200\201 
1778625936.968172 unref client 0xaaab0529ead0 (46 references)
1778625936.968181 options_push_changes: @catppuccin_status_pomodoro_plus
1778625936.968188 cmd_find_best_session: 0 sessions to try
1778625936.968193 unref client 0xaaab0529ead0 (45 references)
1778625936.968200 cmdq_next <client-66720>: [set-option/0xaaab052836d0] (0), flags 0
1778625936.968206 cmd_find_best_session: 0 sessions to try
1778625936.968212 cmd_find_current_client: no target, return (nil)
1778625936.968217 cmd_find_best_session: 0 sessions to try
1778625936.968225 cmd_find_target: target none, type pane, item 0xaaab052836d0, flags QUIET,CANFAIL
1778625936.968230 cmd_find_best_session: 0 sessions to try
1778625936.968235 cmd_find_target: error
1778625936.968242 format_defaults: c=none
1778625936.968247 format_defaults: s=none
1778625936.968251 format_defaults: wl=none
1778625936.968256 format_defaults: wp=none
1778625936.968262 format_expand1: expanding format: @catppuccin_status_pomodoro_plus
1778625936.968268 format_expand1: result is: @catppuccin_status_pomodoro_plus
1778625936.968274 unref client 0xaaab0529ead0 (45 references)
1778625936.968281 format_defaults: c=none
1778625936.968286 format_defaults: s=none
1778625936.968290 format_defaults: wl=none
1778625936.968295 format_defaults: wp=none
1778625936.968301 format_expand1: expanding format: #{@catppuccin_status_middle_separator}
1778625936.968307 format_expand1: found #{}: @catppuccin_status_middle_separator
1778625936.968316 format_replace: format '@catppuccin_status_middle_separator' found: 
1778625936.968323 format_replace: replaced '@catppuccin_status_middle_separator' with ''
1778625936.968328 format_expand1: result is: 
1778625936.968334 unref client 0xaaab0529ead0 (45 references)
1778625936.968342 options_push_changes: @catppuccin_status_pomodoro_plus
1778625936.968349 cmd_find_best_session: 0 sessions to try
1778625936.968355 unref client 0xaaab0529ead0 (44 references)
1778625936.968362 cmdq_next <client-66720>: [set-option/0xaaab05287650] (0), flags 0
1778625936.968368 cmd_find_best_session: 0 sessions to try
1778625936.968373 cmd_find_current_client: no target, return (nil)
1778625936.968379 cmd_find_best_session: 0 sessions to try
1778625936.968385 cmd_find_target: target none, type pane, item 0xaaab05287650, flags QUIET,CANFAIL
1778625936.968391 cmd_find_best_session: 0 sessions to try
1778625936.968396 cmd_find_target: error
1778625936.968402 format_defaults: c=none
1778625936.968407 format_defaults: s=none
1778625936.968424 format_defaults: wl=none
1778625936.968430 format_defaults: wp=none
1778625936.968436 format_expand1: expanding format: @catppuccin_status_pomodoro_plus
1778625936.968442 format_expand1: result is: @catppuccin_status_pomodoro_plus
1778625936.968448 unref client 0xaaab0529ead0 (44 references)
1778625936.968455 format_defaults: c=none
1778625936.968459 format_defaults: s=none
1778625936.968464 format_defaults: wl=none
1778625936.968469 format_defaults: wp=none
1778625936.968476 format_expand1: expanding format: #[fg=#{@catppuccin_status_pomodoro_plus_text_fg},bg=#{@_ctp_module_text_bg}]
1778625936.968484 format_expand1: found #*1[
1778625936.968491 format_expand1: found #{}: @catppuccin_status_pomodoro_plus_text_fg
1778625936.968500 format_replace: format '@catppuccin_status_pomodoro_plus_text_fg' found: #cdd6f4
1778625936.968507 format_replace: replaced '@catppuccin_status_pomodoro_plus_text_fg' with '#cdd6f4'
1778625936.968513 format_expand1: found #{}: @_ctp_module_text_bg
1778625936.968522 format_replace: format '@_ctp_module_text_bg' found: #313244
1778625936.968528 format_replace: replaced '@_ctp_module_text_bg' with '#313244'
1778625936.968534 format_expand1: result is: #[fg=#cdd6f4,bg=#313244]
1778625936.968540 unref client 0xaaab0529ead0 (44 references)
1778625936.968547 options_push_changes: @catppuccin_status_pomodoro_plus
1778625936.968554 cmd_find_best_session: 0 sessions to try
1778625936.968560 unref client 0xaaab0529ead0 (43 references)
1778625936.968567 cmdq_next <client-66720>: [set-option/0xaaab05241260] (0), flags 0
1778625936.968573 cmd_find_best_session: 0 sessions to try
1778625936.968578 cmd_find_current_client: no target, return (nil)
1778625936.968583 cmd_find_best_session: 0 sessions to try
1778625936.968590 cmd_find_target: target none, type pane, item 0xaaab05241260, flags QUIET,CANFAIL
1778625936.968596 cmd_find_best_session: 0 sessions to try
1778625936.968601 cmd_find_target: error
1778625936.968607 format_defaults: c=none
1778625936.968612 format_defaults: s=none
1778625936.968617 format_defaults: wl=none
1778625936.968621 format_defaults: wp=none
1778625936.968627 format_expand1: expanding format: @catppuccin_status_pomodoro_plus
1778625936.968633 format_expand1: result is: @catppuccin_status_pomodoro_plus
1778625936.968639 unref client 0xaaab0529ead0 (43 references)
1778625936.968648 options_push_changes: @catppuccin_status_pomodoro_plus
1778625936.968654 cmd_find_best_session: 0 sessions to try
1778625936.968660 unref client 0xaaab0529ead0 (42 references)
1778625936.968667 cmdq_next <client-66720>: [set-option/0xaaab0529e040] (0), flags 0
1778625936.968673 cmd_find_best_session: 0 sessions to try
1778625936.968678 cmd_find_current_client: no target, return (nil)
1778625936.968684 cmd_find_best_session: 0 sessions to try
1778625936.968690 cmd_find_target: target none, type pane, item 0xaaab0529e040, flags QUIET,CANFAIL
1778625936.968696 cmd_find_best_session: 0 sessions to try
1778625936.968701 cmd_find_target: error
1778625936.968708 format_defaults: c=none
1778625936.968713 format_defaults: s=none
1778625936.968718 format_defaults: wl=none
1778625936.968722 format_defaults: wp=none
1778625936.968728 format_expand1: expanding format: @catppuccin_status_pomodoro_plus
1778625936.968734 format_expand1: result is: @catppuccin_status_pomodoro_plus
1778625936.968741 unref client 0xaaab0529ead0 (42 references)
1778625936.968748 format_defaults: c=none
1778625936.968753 format_defaults: s=none
1778625936.968757 format_defaults: wl=none
1778625936.968762 format_defaults: wp=none
1778625936.968769 format_expand1: expanding format: #[fg=#{@_ctp_module_text_bg}]#{@_ctp_connect_style}#{@catppuccin_status_right_separator}
1778625936.968776 format_expand1: found #*1[
1778625936.968782 format_expand1: found #{}: @_ctp_module_text_bg
1778625936.968790 format_replace: format '@_ctp_module_text_bg' found: #313244
1778625936.968797 format_replace: replaced '@_ctp_module_text_bg' with '#313244'
1778625936.968803 format_expand1: found #{}: @_ctp_connect_style
1778625936.968811 format_replace: format '@_ctp_connect_style' found: 
1778625936.968828 format_replace: replaced '@_ctp_connect_style' with ''
1778625936.968836 format_expand1: found #{}: @catppuccin_status_right_separator
1778625936.968845 format_replace: format '@catppuccin_status_right_separator' found:  
1778625936.968852 format_replace: replaced '@catppuccin_status_right_separator' with ' '
1778625936.968858 format_expand1: result is: #[fg=#313244] 
1778625936.968864 unref client 0xaaab0529ead0 (42 references)
1778625936.968881 options_push_changes: @catppuccin_status_pomodoro_plus
1778625936.968895 cmd_find_best_session: 0 sessions to try
1778625936.968901 unref client 0xaaab0529ead0 (41 references)
1778625936.968908 cmdq_next <client-66720>: [set-option/0xaaab052714a0] (0), flags 0
1778625936.968914 cmd_find_best_session: 0 sessions to try
1778625936.968920 cmd_find_current_client: no target, return (nil)
1778625936.968925 cmd_find_best_session: 0 sessions to try
1778625936.968932 cmd_find_target: target none, type pane, item 0xaaab052714a0, flags QUIET,CANFAIL
1778625936.968938 cmd_find_best_session: 0 sessions to try
1778625936.968943 cmd_find_target: error
1778625936.968949 format_defaults: c=none
1778625936.968954 format_defaults: s=none
1778625936.968959 format_defaults: wl=none
1778625936.968964 format_defaults: wp=none
